codcnh,nombre,municipio,provincia,cod_postal,camas,clase,dependencia,complejo
260110,Centro Asistencial Albelda de Iregua,Albelda de Iregua,La Rioja,26120,140,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
260121,Centro Sociosanitario de Convalecencia Los Jazmines,Haro,La Rioja,26200,26,Hospitales de media y larga estancia,Privados,
260132,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen del Carmen,Calahorra,La Rioja,26500,75,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,
270018,Complexo Hospitalario Universitario de Lugo,Lugo,Lugo,27003,817,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
270057,Hospital Ribera Polusa,Lugo,Lugo,27004,97,Hospitales Generales,Privados,
270076,Hospital Quirón Salud Lugo,Lugo,Lugo,27001,69,Hospitales Generales,Privados,
270095,Hospital Publico Da Mariña,Burela,Lugo,27880,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
270109,Hospital Publico de Monforte,Monforte de Lemos,Lugo,27400,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280014,Hospital Universitario La Paz,Madrid,Madrid,28046,966,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario La Paz
280029,Hospital Universitario Ramon y Cajal,Madrid,Madrid,28001,886,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280035,Hospital Universitario 12 de Octubre,Madrid,Madrid,28041,1161,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280072,Hospital Universitario Clínico San Carlos,Madrid,Madrid,28040,861,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280091,Hospital Virgen de La Torre,Madrid,Madrid,28031,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Infanta Leonor
280112,Hospital Universitario Santa Cristina,Madrid,Madrid,28009,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280127,Hospital Universitario de La Princesa,Madrid,Madrid,28006,524,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280133,Hospital Infantil Universitario Niño Jesús,Madrid,Madrid,28009,170,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280148,"Hospital Central de La Cruz Roja, San José y Santa Adela",Madrid,Madrid,28003,156,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280164,Hospital Carlos III,Madrid,Madrid,28029,90,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario La Paz
280210,Hospital de Cantoblanco,Madrid,Madrid,28049,131,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario La Paz
280246,Hospital General Universitario Gregorio Marañón,Madrid,Madrid,28007,1140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Gregorio Marañón
280259,Instituto Provincial de Rehabilitación,Madrid,Madrid,28028,96,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Gregorio Marañón
280262,Hospital Psiquiátrico Doctor Rodriguez Lafora,Madrid,Madrid,28049,336,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280323,Sanatorio Nuestra Señora del Rosario,Madrid,Madrid,28010,99,Hospitales Generales,Privados,
280339,Hospital San Rafael,Madrid,Madrid,28016,184,Hospitales Generales,Privados,
280344,Hospital de La V.O.T. de San Francisco de Asís,Madrid,Madrid,28005,74,Otros Centros con Internamiento,Privados,
280357,Hospital Quironsalud San José,Madrid,Madrid,28002,84,Hospitales Generales,Privados,
280360,Hospital Beata Maria Ana,Madrid,Madrid,28007,163,Hospitales Generales,Privados,
280376,"Hospital Viamed Santa Elena, S.L",Madrid,Madrid,28007,70,Otros Centros con Internamiento,Privados,
280382,Hospital San Francisco de Asís,Madrid,Madrid,28002,168,Hospitales Generales,Privados,
280395,Clínica San Miguel,Madrid,Madrid,28043,145,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280409,Clínica Nuestra Señora de La Paz,Madrid,Madrid,28043,99,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280416,Fundacion Instituto San José,Madrid,Madrid,28054,305,Hospitales de media y larga estancia,Privados,
280421,Hospital Universitario Fundacion Jimenez Diaz,Madrid,Madrid,28040,651,Hospitales Generales,Privados,
280442,Hospital Virgen del Mar,Madrid,Madrid,28016,73,Hospitales Generales,Privados,
280455,Hospital Hestia Madrid,Madrid,Madrid,28049,297,Hospitales de media y larga estancia,Privados,
280468,Hospital San Camilo,Madrid,Madrid,28006,81,Hospitales Generales,Privados,
280474,Hospital Nuestra Señora de América,Madrid,Madrid,28043,100,Hospitales Generales,Privados,
280534,"Clínica La Luz, S.L.",Madrid,Madrid,28003,152,Hospitales Generales,Privados,
280549,Hospital Fuensanta,Madrid,Madrid,28027,20,Hospitales Generales,Privados,
280552,Hospital Ruber Juan Bravo,Madrid,Madrid,28006,146,Hospitales Generales,Privados,
280565,Hospital Ruber Internacional,Madrid,Madrid,28034,143,Hospitales Generales,Privados,
280587,Hospital La Milagrosa S.A.,Madrid,Madrid,28010,142,Hospitales Generales,Privados,
280604,Hospital Universitario La Zarzuela,Madrid,Madrid,28023,116,Hospitales Generales,Privados,
280626,Hospital HM Nuevo Belen,Madrid,Madrid,28043,60,Hospitales especializados,Privados,
280647,Clínica Dr. León,Madrid,Madrid,28007,96,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280650,Clínica López Ibor,Madrid,Madrid,28035,67,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280679,"Sanatorio Esquerdo, S.A.",Madrid,Madrid,28044,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280724,Hospital Central de La Defensa Gómez Ulla,Madrid,Madrid,28047,475,Hospitales Generales,Ministerio de Defensa,
280745,Hospital Universitario Príncipe de Asturias,Alcalá de Henares,Madrid,28805,507,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280761,Hospital de La Fuenfria,Cercedilla,Madrid,28470,192,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280777,Complejo Asistencial Benito Menni,Ciempozuelos,Madrid,28350,344,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
280783,Centro San Juan de Dios Ciempozuelos,Ciempozuelos,Madrid,28350,434,Otros Centros con Internamiento,Privados,
280796,Hospital Asepeyo Madrid,Coslada,Madrid,28823,133,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
280800,Hospital Asociado Universitario Guadarrama,Guadarrama,Madrid,28440,144,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280838,Hospital Universitario Severo Ochoa,Leganés,Madrid,28911,386,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280843,Hospital Universitario José Germain,Leganés,Madrid,28911,41,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,Instituto Psiquiátrico Servicios de Salud Mental José Germain
280856,Fremap Hospital Majadahonda,Majadahonda,Madrid,28220,116,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,
280894,Hospital Universitario de Móstoles,Móstoles,Madrid,28935,328,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280920,Hospital El Escorial,San Lorenzo de El Escorial,Madrid,28200,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280936,Hospital Virgen de La Poveda,Villa del Prado,Madrid,28630,202,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
280954,Hospital Universitario HM Madrid,Madrid,Madrid,28015,99,Hospitales Generales,Privados,
280989,Hospital Universitario de Getafe,Getafe,Madrid,28905,543,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
281034,Clínica Isadora S.A.,Madrid,Madrid,28040,20,Otros Centros con Internamiento,Privados,
281049,Hospital Ha Universitario Moncloa,Madrid,Madrid,28008,235,Hospitales Generales,Privados,
281071,Hospital Universitario Fundacion Alcorcón,Alcorcón,Madrid,28922,401,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
281087,Clínica Cemtro,Madrid,Madrid,28035,100,Hospitales Generales,Privados,
281090,Hospital Universitario HM Monteprincipe,Boadilla del Monte,Madrid,28660,170,Hospitales Generales,Privados,
281113,Hospital Md Anderson Cáncer Center Madrid,Madrid,Madrid,28033,99,Hospitales especializados,Privados,
281124,Hospital Quironsalud Sur,Alcorcón,Madrid,28922,81,Hospitales Generales,Privados,
281146,Hospital Universitario de Fuenlabrada,Fuenlabrada,Madrid,28942,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
281157,Hospital Universitario HM Torrelodones,Torrelodones,Madrid,28250,86,Hospitales Generales,Privados,
281179,Hospital Universitario La Moraleja,Madrid,Madrid,28050,121,Hospitales Generales,Privados,
281180,Hospital Los Madroños,Brunete,Madrid,28690,53,Hospitales Generales,Privados,
281203,Hospital Universitario Quironsalud Madrid,Pozuelo de Alarcón,Madrid,28223,278,Hospitales Generales,Privados,
281214,Hospital Centro de Cuidados Laguna,Madrid,Madrid,28047,36,Hospitales de media y larga estancia,Privados,
281225,Hospital Universitario HM Sanchinarro,Madrid,Madrid,28050,198,Hospitales Generales,Privados,
281236,Hospital Universitario Infanta Elena,Valdemoro,Madrid,28342,186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
281247,Hospital Pardo de Aravaca,Madrid,Madrid,28023,88,Hospitales Generales,Privados,
281258,Hospital Universitario Infanta Sofia,San Sebastián de los Reyes,Madrid,28702,276,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
281269,Hospital Universitario del Henares,Coslada,Madrid,28822,249,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
